HTL1_u_h,HTL1_Ntr,HTL2_u_h,EML_u_h,EML_u_e,EML_recom,ETL2_u_e,ETL1_u_e,ETL1_Ntr
4.074E-04,2.512E+17,7.413E-07,1.202E-09,1.288E-08,7.275E-15,2.239E-05,9.550E-06,6.166E+16
6.166E-04,1.380E+17,5.129E-05,1.259E-06,3.715E-09,6.522E-13,1.148E-04,1.202E-08,4.467E+14
2.754E-06,6.166E+16,1.413E-07,5.012E-10,6.761E-06,3.493E-12,1.288E-08,1.000E-08,3.236E+16
5.888E-08,1.096E+17,1.905E-05,1.202E-06,1.122E-08,6.268E-13,5.495E-08,5.370E-08,3.020E+17
3.715E-06,1.175E+17,1.288E-04,6.457E-08,1.122E-07,9.131E-14,3.236E-06,1.202E-04,3.236E+15
6.457E-08,8.710E+17,1.380E-04,1.148E-06,1.318E-06,1.274E-12,5.888E-05,4.571E-06,1.349E+14
1.122E-05,1.549E+15,1.023E-07,2.754E-07,6.761E-07,4.915E-13,8.128E-06,8.710E-07,4.266E+15
1.380E-08,4.467E+17,2.754E-08,3.802E-10,5.248E-08,2.731E-14,3.388E-04,5.754E-06,9.550E+15
3.388E-05,4.786E+14,3.311E-07,6.166E-09,3.981E-07,2.088E-13,8.710E-07,1.660E-04,9.550E+15
5.754E-07,7.943E+15,1.778E-07,2.138E-07,1.549E-08,1.184E-13,1.622E-08,6.607E-07,1.950E+16
1.778E-08,8.511E+16,3.388E-04,1.549E-08,1.122E-06,5.876E-13,3.802E-08,1.349E-06,2.188E+16
1.259E-06,3.631E+14,6.761E-08,1.950E-06,3.162E-06,2.641E-12,2.951E-08,3.631E-07,2.089E+16
2.818E-04,3.467E+14,2.138E-06,7.413E-09,2.399E-08,1.622E-14,1.148E-07,1.514E-05,1.950E+14
6.918E-06,2.754E+17,1.660E-07,1.660E-10,1.862E-07,9.627E-14,2.399E-06,7.943E-06,6.026E+14
2.239E-07,1.349E+17,8.511E-06,1.820E-10,1.995E-07,1.032E-13,1.000E-06,1.148E-07,7.762E+17
1.479E-07,3.020E+17,3.467E-06,8.128E-09,7.244E-10,4.573E-15,5.370E-08,4.571E-07,3.020E+14
3.715E-06,1.380E+16,6.310E-06,7.244E-07,1.778E-08,3.834E-13,5.248E-06,5.623E-08,3.236E+14
1.047E-04,1.148E+16,2.344E-04,2.630E-06,1.950E-10,1.359E-12,1.479E-05,2.455E-05,1.096E+15
2.089E-05,4.266E+14,2.188E-06,2.754E-06,3.467E-08,1.441E-12,2.951E-08,5.754E-04,3.020E+14
2.188E-04,7.943E+16,2.344E-07,9.772E-08,1.175E-10,5.054E-14,3.090E-04,3.090E-08,2.818E+15
3.715E-05,1.950E+15,6.166E-07,6.607E-07,9.120E-07,8.124E-13,4.786E-04,2.344E-05,9.772E+15
1.549E-07,2.138E+16,4.169E-06,3.467E-08,2.399E-06,1.257E-12,2.291E-06,7.413E-07,6.607E+15
8.710E-04,2.344E+17,5.888E-05,1.000E-05,5.888E-08,5.196E-12,1.148E-07,3.388E-07,1.288E+16
2.754E-05,3.311E+16,8.710E-07,2.188E-06,2.042E-10,1.130E-12,4.169E-06,1.995E-07,9.550E+17
2.951E-05,1.413E+16,2.455E-05,2.951E-06,3.020E-09,1.526E-12,1.862E-04,1.259E-07,7.943E+14
6.310E-07,1.318E+17,3.802E-04,4.467E-08,2.754E-06,1.446E-12,8.511E-04,1.122E-05,6.607E+16
5.248E-05,6.026E+16,9.550E-05,6.457E-10,1.259E-06,6.506E-13,1.622E-07,8.511E-06,5.248E+15
7.244E-07,4.266E+14,2.570E-08,1.549E-09,4.786E-08,2.552E-14,3.236E-05,5.495E-07,8.913E+16
1.905E-05,4.898E+14,1.122E-08,3.981E-10,2.692E-07,1.392E-13,2.630E-08,2.884E-05,9.772E+15
2.754E-06,1.862E+16,1.202E-04,1.202E-07,5.012E-06,2.651E-12,2.042E-06,2.455E-07,2.818E+17
7.586E-08,6.918E+16,1.047E-06,1.445E-09,3.311E-10,9.177E-16,7.244E-08,1.175E-04,6.166E+17
5.248E-06,2.884E+14,1.413E-07,6.457E-10,1.660E-07,8.606E-14,1.778E-04,4.677E-07,1.349E+16
1.698E-07,1.479E+17,9.772E-05,1.380E-10,2.951E-10,2.237E-16,2.951E-04,1.288E-06,6.310E+14
9.333E-08,3.090E+15,1.479E-07,1.862E-09,6.310E-09,4.221E-15,1.622E-06,6.310E-06,6.761E+14
5.370E-08,4.169E+15,1.202E-06,1.413E-08,1.514E-08,1.511E-14,9.333E-05,3.236E-07,7.413E+14
2.455E-05,6.761E+14,8.318E-05,6.166E-10,7.762E-09,4.328E-15,6.026E-07,1.259E-07,9.772E+16
6.607E-05,7.413E+17,1.175E-04,1.122E-10,7.943E-06,4.103E-12,1.072E-06,8.318E-06,1.479E+17
2.754E-06,9.772E+16,6.607E-07,5.888E-07,1.698E-07,3.919E-13,4.571E-07,4.169E-08,5.623E+14
5.012E-08,5.248E+14,1.072E-07,2.630E-09,7.079E-07,3.670E-13,1.202E-04,1.096E-08,8.511E+14
1.000E-05,5.888E+14,1.995E-07,1.950E-10,7.586E-09,4.019E-15,3.631E-06,2.455E-04,1.738E+16
3.020E-04,1.349E+15,1.202E-06,8.913E-07,1.479E-07,5.368E-13,4.266E-06,1.096E-08,4.677E+15
8.318E-07,5.129E+14,3.162E-08,8.913E-09,2.570E-08,1.788E-14,8.710E-08,1.000E-06,9.120E+17
1.622E-04,6.457E+15,5.888E-06,4.467E-06,6.607E-08,2.341E-12,1.950E-05,1.778E-08,5.370E+14
1.413E-04,1.175E+15,2.291E-04,8.710E-09,4.571E-06,2.366E-12,1.023E-07,1.318E-08,3.388E+17
6.761E-07,2.291E+17,4.467E-05,2.399E-09,1.549E-07,8.124E-14,6.457E-07,3.802E-04,1.023E+16
1.072E-06,1.862E+14,1.259E-08,7.079E-06,3.715E-08,3.676E-12,4.467E-08,5.623E-04,8.511E+14
2.291E-05,1.288E+16,3.236E-06,8.128E-10,2.884E-08,1.532E-14,4.571E-08,4.074E-05,5.888E+16
7.413E-08,1.047E+16,1.514E-06,2.239E-06,5.370E-10,1.157E-12,2.239E-07,4.074E-06,7.079E+17
1.148E-04,1.622E+14,2.692E-05,4.467E-10,1.445E-08,7.697E-15,6.761E-06,3.162E-08,5.888E+14
4.074E-06,1.175E+17,3.890E-06,2.630E-10,2.754E-06,1.423E-12,5.495E-06,1.072E-05,2.570E+15
3.311E-04,2.884E+17,1.202E-05,2.951E-10,8.913E-10,6.128E-16,8.511E-04,7.762E-06,1.230E+14
4.786E-04,1.698E+17,2.692E-05,1.738E-07,7.762E-09,9.378E-14,6.026E-07,1.698E-08,4.365E+15
4.365E-06,2.512E+14,3.236E-07,5.623E-06,4.074E-09,2.907E-12,1.096E-05,7.079E-04,4.365E+15
3.715E-07,3.236E+16,1.445E-08,5.012E-10,8.913E-07,4.606E-13,9.120E-08,2.239E-08,1.820E+16
3.715E-08,7.079E+17,7.079E-06,2.512E-09,8.913E-07,4.617E-13,8.318E-05,1.122E-08,9.120E+14
6.918E-04,1.096E+17,2.512E-04,8.128E-06,2.138E-09,4.200E-12,7.244E-05,6.026E-07,1.023E+16
3.020E-06,3.311E+15,6.310E-04,1.230E-08,3.802E-07,2.027E-13,2.138E-04,2.570E-04,4.365E+15
1.380E-06,1.122E+15,7.762E-06,7.586E-10,2.239E-07,1.160E-13,2.570E-07,3.981E-04,3.162E+15
2.089E-05,3.981E+16,3.548E-04,3.631E-10,6.918E-10,5.449E-16,5.248E-08,1.479E-04,6.918E+14
3.981E-05,8.511E+14,2.884E-04,1.660E-08,2.089E-10,8.680E-15,9.333E-06,1.023E-07,2.512E+17
1.175E-06,1.288E+16,3.467E-05,5.888E-09,1.862E-10,3.138E-15,4.074E-07,2.188E-05,4.571E+14
1.072E-06,1.096E+16,9.333E-04,2.188E-08,2.344E-06,1.222E-12,3.236E-08,1.660E-05,2.089E+17
4.074E-05,4.467E+16,7.586E-08,3.162E-09,3.890E-09,3.643E-15,1.950E-04,1.122E-06,1.318E+16
2.042E-08,8.511E+17,2.570E-07,8.710E-09,9.550E-06,4.937E-12,1.202E-08,3.090E-07,2.239E+16
4.074E-05,4.169E+14,3.981E-07,1.549E-09,2.291E-09,1.983E-15,2.818E-05,6.310E-04,4.898E+15
1.096E-06,7.586E+15,1.514E-08,4.074E-06,9.333E-08,2.153E-12,1.259E-05,7.244E-06,4.786E+17
4.786E-08,6.607E+15,1.445E-05,3.715E-08,4.571E-09,2.155E-14,2.089E-05,1.514E-07,4.898E+14
1.259E-08,7.413E+15,6.166E-08,2.818E-10,5.888E-07,3.043E-13,2.818E-05,5.248E-05,1.820E+17
1.349E-04,1.549E+14,5.129E-05,7.413E-06,2.512E-09,3.831E-12,7.762E-04,4.169E-08,7.244E+17
2.818E-07,4.571E+15,2.951E-05,8.318E-10,8.913E-10,8.900E-16,1.479E-08,4.467E-04,8.511E+17
2.188E-05,8.913E+14,2.884E-05,5.623E-06,7.762E-08,2.945E-12,2.512E-07,6.310E-08,6.457E+17
7.943E-04,1.259E+14,9.333E-06,4.074E-10,3.631E-06,1.876E-12,5.495E-06,2.188E-06,5.370E+15
1.230E-05,6.310E+16,1.660E-06,1.479E-10,3.090E-10,2.360E-16,8.913E-08,3.890E-05,1.380E+16
2.512E-08,2.089E+16,1.096E-08,4.898E-06,3.467E-08,2.548E-12,1.995E-06,1.072E-05,6.457E+14
1.738E-04,3.311E+14,7.762E-05,1.230E-10,1.230E-08,6.418E-15,3.236E-04,3.162E-05,6.310E+15
1.622E-05,4.467E+16,2.512E-06,2.455E-06,1.585E-07,1.350E-12,6.026E-05,1.778E-07,6.918E+15
2.630E-07,7.244E+16,3.548E-04,1.259E-07,5.012E-09,6.762E-14,2.239E-05,4.169E-04,1.820E+15
1.230E-06,2.818E+14,3.548E-07,5.888E-10,5.370E-10,5.816E-16,5.495E-04,6.166E-07,1.230E+17
1.023E-04,4.169E+16,4.467E-04,1.175E-06,1.514E-08,6.147E-13,1.698E-04,9.333E-04,9.333E+17
2.138E-07,1.995E+14,3.802E-06,5.623E-10,1.995E-07,1.034E-13,5.248E-06,2.344E-06,1.950E+15
1.445E-07,1.549E+16,1.072E-08,2.630E-08,2.570E-10,1.372E-14,5.495E-06,6.310E-06,8.511E+16
3.090E-06,1.995E+16,1.047E-07,1.950E-10,3.388E-06,1.750E-12,4.169E-05,2.455E-06,3.162E+17
6.457E-04,2.138E+14,2.188E-06,6.761E-06,4.786E-06,5.965E-12,4.169E-04,2.089E-08,2.188E+17
6.026E-05,3.388E+15,4.786E-07,2.239E-10,8.710E-09,4.615E-15,1.000E-06,4.266E-04,1.905E+15
7.413E-07,2.291E+17,1.820E-06,4.365E-06,7.762E-08,2.295E-12,1.096E-04,3.631E-06,3.467E+17
8.128E-04,1.995E+14,3.631E-04,3.236E-09,4.677E-10,1.913E-15,1.413E-06,1.698E-04,5.012E+14
1.413E-07,2.042E+14,8.318E-05,5.623E-10,7.079E-07,3.660E-13,6.026E-07,5.754E-07,2.692E+17
1.230E-04,4.266E+16,3.020E-05,5.248E-07,5.623E-06,3.176E-12,4.467E-06,1.778E-08,6.761E+17
5.129E-05,5.754E+14,6.026E-06,4.898E-08,1.862E-07,1.215E-13,1.072E-06,1.230E-07,4.786E+17
3.981E-04,2.344E+16,9.772E-04,7.586E-06,7.079E-07,4.284E-12,1.820E-04,9.333E-05,3.548E+16
5.623E-07,1.000E+16,2.344E-06,2.818E-09,1.862E-09,2.418E-15,7.413E-08,4.169E-06,2.884E+14
4.266E-05,3.890E+17,1.072E-07,4.467E-07,2.291E-10,2.309E-13,1.660E-05,3.090E-08,7.586E+15
1.122E-08,1.738E+16,3.715E-08,8.913E-06,1.622E-10,4.604E-12,2.042E-05,1.950E-05,4.169E+14
2.818E-07,1.380E+15,5.495E-08,3.311E-08,7.943E-08,5.814E-14,2.138E-05,9.550E-04,6.310E+16
2.630E-06,4.786E+17,6.457E-08,8.913E-08,7.762E-07,4.470E-13,6.310E-04,7.943E-05,9.550E+16
4.266E-08,1.660E+14,9.772E-04,1.122E-10,4.898E-08,2.536E-14,4.467E-07,6.166E-07,2.188E+16
1.072E-06,6.918E+14,8.913E-04,1.349E-07,7.079E-10,7.005E-14,1.175E-04,1.778E-06,1.202E+17
5.012E-04,4.266E+14,1.318E-08,1.000E-10,1.950E-09,1.059E-15,3.981E-04,4.677E-04,1.288E+16
4.898E-07,1.413E+17,1.698E-07,1.445E-06,6.607E-08,7.808E-13,1.905E-04,1.698E-05,2.291E+16
2.630E-05,6.310E+16,1.096E-06,2.818E-09,4.677E-08,2.562E-14,4.677E-06,7.244E-07,2.630E+14
2.570E-05,2.138E+16,8.318E-08,2.138E-07,1.479E-08,1.181E-13,6.166E-04,1.820E-08,8.511E+15
2.951E-07,1.778E+15,1.660E-08,9.772E-09,5.370E-08,3.279E-14,6.310E-07,1.288E-08,8.913E+15
6.026E-06,1.820E+16,6.761E-06,2.455E-08,3.802E-06,1.977E-12,1.585E-07,2.754E-06,1.023E+15
3.981E-07,1.549E+14,6.166E-08,3.020E-08,2.692E-08,2.950E-14,4.169E-05,1.413E-08,6.457E+17
5.495E-04,1.698E+16,2.692E-07,1.820E-09,4.571E-06,2.362E-12,1.175E-04,7.079E-07,1.380E+16
4.786E-07,1.820E+17,2.884E-08,1.514E-09,3.715E-10,9.737E-16,7.586E-05,1.820E-06,4.898E+14
1.259E-06,4.169E+15,3.802E-08,1.047E-06,9.772E-07,1.046E-12,8.511E-05,1.549E-07,1.778E+15
9.550E-05,1.862E+17,1.047E-05,1.096E-09,5.888E-09,3.608E-15,2.570E-08,1.202E-04,1.905E+16
2.042E-07,7.586E+15,3.631E-07,2.399E-10,3.311E-06,1.711E-12,1.413E-07,2.399E-06,1.259E+15
2.884E-05,1.202E+15,4.365E-04,8.318E-07,5.248E-06,3.141E-12,8.710E-05,2.291E-07,1.380E+15
8.511E-04,2.042E+14,1.202E-05,2.692E-06,4.266E-06,3.594E-12,1.148E-05,9.120E-07,2.291E+14
1.023E-06,2.570E+14,1.202E-07,8.128E-09,1.288E-07,7.074E-14,2.455E-07,1.445E-08,1.047E+15
6.918E-08,5.888E+17,1.479E-07,2.138E-08,2.344E-07,1.321E-13,5.754E-05,1.445E-08,8.318E+17
4.266E-08,4.365E+14,3.090E-06,5.754E-08,2.089E-07,1.376E-13,1.318E-08,1.288E-05,1.660E+15
1.259E-07,7.943E+15,2.512E-07,2.630E-07,4.677E-08,1.600E-13,9.333E-05,2.239E-04,2.818E+15
3.236E-06,1.660E+14,2.570E-05,2.188E-07,7.943E-09,1.171E-13,4.571E-04,4.571E-04,3.020E+17
2.042E-04,2.291E+17,1.349E-08,2.512E-10,3.162E-08,1.646E-14,5.370E-05,1.950E-08,7.413E+14
1.820E-06,1.698E+17,9.550E-07,3.802E-09,4.266E-07,2.223E-13,4.266E-04,5.370E-04,5.248E+17
9.120E-06,2.818E+14,2.344E-05,1.778E-10,2.089E-07,1.080E-13,5.370E-04,1.230E-04,5.248E+16
1.479E-06,3.631E+15,1.288E-06,2.692E-06,4.467E-08,1.413E-12,1.349E-07,5.129E-04,1.349E+15
1.202E-04,9.772E+16,2.089E-06,3.090E-09,2.042E-09,2.651E-15,7.079E-04,1.622E-06,4.365E+14
4.467E-08,9.120E+14,7.586E-05,9.550E-07,1.175E-06,1.100E-12,4.074E-06,7.762E-08,2.884E+16
3.890E-07,1.445E+15,3.090E-05,2.754E-10,1.096E-07,5.678E-14,1.072E-08,2.692E-07,2.951E+15
7.244E-07,1.950E+14,7.244E-07,1.698E-06,2.138E-10,8.773E-13,1.318E-05,2.042E-05,5.370E+15
5.623E-08,2.188E+15,8.318E-05,5.248E-08,4.266E-07,2.475E-13,3.311E-06,1.259E-08,8.710E+15
6.026E-05,4.169E+15,1.230E-08,1.413E-07,7.943E-10,7.337E-14,1.047E-05,1.148E-06,4.074E+17
2.570E-07,1.230E+15,9.120E-04,8.318E-09,2.188E-09,5.427E-15,1.175E-08,1.230E-07,8.913E+16
5.370E-04,5.248E+16,2.399E-04,1.698E-10,1.738E-06,8.977E-13,7.762E-06,1.445E-04,1.000E+14
2.344E-06,2.455E+16,4.266E-04,1.175E-09,1.905E-07,9.903E-14,2.512E-07,1.000E-08,1.950E+15
3.548E-06,1.862E+14,7.943E-04,2.818E-09,4.467E-10,1.687E-15,1.820E-08,1.380E-06,4.786E+17
1.047E-08,7.762E+17,7.244E-06,2.692E-10,1.995E-10,2.421E-16,9.772E-04,2.344E-06,2.512E+16
2.188E-04,6.918E+15,9.550E-04,1.175E-07,7.079E-09,6.435E-14,6.607E-07,5.754E-04,5.370E+14
7.244E-07,2.754E+15,1.122E-06,1.000E-06,4.074E-09,5.186E-13,6.918E-07,6.607E-06,8.318E+14
1.698E-06,1.479E+15,8.511E-08,3.802E-06,2.089E-06,3.043E-12,5.888E-05,6.457E-04,2.042E+17
3.388E-06,5.370E+14,3.802E-05,8.318E-10,3.981E-06,2.057E-12,1.905E-06,3.236E-05,3.311E+14
6.607E-08,1.862E+14,4.266E-07,1.202E-06,2.570E-09,6.224E-13,4.365E-05,6.457E-08,9.772E+15
7.762E-06,1.995E+15,3.236E-04,3.802E-09,1.622E-07,8.574E-14,3.236E-07,8.318E-04,4.074E+17
3.802E-05,1.175E+17,9.772E-04,7.079E-08,3.236E-08,5.328E-14,3.020E-04,4.074E-05,5.495E+14
1.778E-06,1.122E+14,2.754E-07,4.677E-08,8.511E-08,6.813E-14,6.457E-04,6.166E-04,1.514E+16
3.631E-06,6.310E+17,3.388E-08,2.455E-06,2.188E-10,1.268E-12,2.455E-08,2.042E-07,1.413E+15
7.586E-04,9.550E+14,2.884E-08,5.754E-10,1.349E-07,6.998E-14,5.248E-07,1.862E-04,4.677E+15
7.943E-04,1.072E+15,5.495E-04,5.888E-07,6.026E-08,3.353E-13,3.631E-06,4.467E-08,8.710E+16
1.148E-04,1.175E+16,2.042E-06,1.318E-09,9.333E-08,4.889E-14,1.000E-03,1.820E-06,2.042E+16
8.511E-08,1.288E+14,8.511E-07,5.623E-07,1.047E-10,2.905E-13,2.399E-08,2.089E-05,4.266E+15
1.413E-08,1.950E+14,1.318E-05,3.981E-07,1.905E-08,2.155E-13,2.754E-07,4.898E-05,1.318E+17
1.738E-05,2.188E+14,5.888E-04,2.138E-09,9.772E-07,5.059E-13,3.715E-05,8.710E-06,6.026E+16
3.090E-05,3.715E+17,6.166E-06,5.248E-10,1.000E-05,5.166E-12,4.074E-05,2.570E-05,6.026E+15
2.291E-06,1.698E+14,1.622E-07,1.047E-10,3.890E-08,2.015E-14,1.000E-03,3.236E-06,8.128E+14
1.175E-07,1.479E+16,6.310E-06,2.630E-09,7.762E-07,4.023E-13,4.467E-06,2.089E-08,3.020E+16
3.162E-06,1.738E+16,9.550E-04,2.399E-06,3.236E-06,2.911E-12,6.026E-08,8.128E-08,2.455E+17
6.026E-08,1.288E+17,3.467E-08,2.884E-10,6.166E-09,3.334E-15,6.918E-07,1.202E-08,9.120E+15
1.514E-06,2.818E+16,5.623E-05,5.012E-07,3.162E-07,4.222E-13,2.570E-05,9.772E-05,3.311E+17
1.349E-08,4.266E+15,2.630E-06,2.089E-07,3.715E-09,1.098E-13,6.918E-07,6.457E-06,7.079E+14
6.457E-04,6.918E+17,2.951E-08,9.550E-08,5.888E-10,4.963E-14,2.818E-08,7.762E-07,6.026E+14
1.230E-05,9.333E+14,1.413E-04,2.754E-07,1.023E-06,6.708E-13,4.467E-05,3.890E-05,1.549E+17
6.457E-04,4.169E+14,6.026E-05,6.761E-08,9.550E-09,3.986E-14,1.660E-06,4.677E-04,1.514E+16
3.802E-04,1.096E+16,3.236E-04,3.715E-06,5.623E-10,1.919E-12,1.549E-07,4.365E-04,1.175E+14
2.344E-08,1.148E+16,2.951E-05,4.786E-10,1.072E-08,5.782E-15,5.754E-06,6.026E-07,3.311E+17
2.630E-05,3.236E+16,3.467E-08,5.129E-10,2.884E-07,1.492E-13,1.698E-04,2.630E-06,3.467E+17
8.128E-08,1.995E+15,2.399E-05,1.862E-10,6.607E-10,4.375E-16,1.698E-05,2.630E-06,3.020E+17
4.467E-04,7.413E+14,5.623E-05,3.388E-09,2.344E-07,1.228E-13,2.188E-04,1.072E-08,1.000E+18
7.586E-05,1.148E+14,7.943E-07,2.570E-10,7.762E-09,4.142E-15,2.344E-07,1.738E-04,2.344E+15
3.715E-07,3.388E+17,4.169E-07,1.047E-10,8.318E-08,4.302E-14,4.074E-07,8.318E-06,2.138E+14
6.761E-06,4.467E+16,1.023E-08,9.772E-10,2.291E-07,1.188E-13,4.365E-04,1.820E-05,1.047E+17
1.585E-07,1.175E+17,4.786E-07,1.122E-06,2.951E-07,7.320E-13,7.943E-07,1.047E-04,2.138E+17
4.467E-06,3.236E+16,1.202E-07,3.388E-10,4.467E-10,4.058E-16,6.761E-04,1.175E-06,1.259E+16
2.138E-08,7.586E+17,9.120E-05,9.333E-06,5.129E-06,7.470E-12,1.096E-04,2.630E-06,4.571E+16
7.586E-05,8.511E+16,1.175E-04,3.236E-07,3.548E-10,1.673E-13,1.023E-06,3.631E-06,2.884E+15
1.549E-04,1.862E+16,1.950E-06,8.128E-09,1.413E-10,4.272E-15,2.188E-06,1.905E-08,4.365E+17
1.660E-08,5.754E+16,1.445E-06,3.981E-06,5.248E-07,2.327E-12,2.754E-04,6.607E-06,5.370E+16
1.122E-04,2.138E+15,3.162E-08,3.631E-10,2.344E-10,3.086E-16,1.905E-08,2.344E-08,5.623E+17
1.318E-08,6.607E+17,9.333E-05,6.607E-07,3.890E-10,3.415E-13,1.738E-06,3.236E-04,3.388E+14
1.230E-08,1.175E+16,3.090E-07,2.884E-07,6.457E-06,3.484E-12,3.715E-08,4.467E-07,1.000E+14
1.698E-04,2.630E+15,4.467E-06,2.570E-09,5.370E-07,2.787E-13,6.310E-07,1.995E-07,7.244E+17
2.399E-06,6.761E+17,6.457E-05,1.950E-07,3.388E-07,2.757E-13,5.754E-07,1.622E-06,2.042E+16
1.738E-08,1.230E+15,7.762E-04,2.042E-07,1.445E-08,1.129E-13,4.169E-07,2.291E-08,8.511E+16
5.248E-08,3.311E+17,3.467E-08,2.951E-08,8.913E-08,6.128E-14,8.913E-07,3.802E-07,3.020E+16
1.000E-07,7.244E+14,8.318E-04,5.754E-06,1.230E-07,3.036E-12,1.862E-07,7.079E-08,2.951E+17
6.457E-07,3.802E+16,5.495E-08,1.023E-09,9.333E-10,1.011E-15,2.138E-05,2.399E-06,1.413E+14
3.802E-04,1.622E+15,6.918E-05,7.943E-08,9.333E-09,4.585E-14,8.913E-08,1.122E-04,2.239E+16
2.692E-07,1.862E+15,8.128E-07,1.318E-10,7.586E-08,3.925E-14,4.786E-07,2.042E-08,1.698E+16
1.549E-08,1.479E+15,2.754E-06,5.248E-08,1.479E-07,1.035E-13,5.370E-04,1.122E-06,6.918E+15
2.239E-07,7.079E+17,9.772E-08,1.995E-06,1.000E-08,1.036E-12,3.162E-08,6.761E-08,1.000E+17
4.365E-07,1.778E+16,2.138E-08,6.310E-06,8.710E-07,3.709E-12,2.042E-05,4.266E-06,1.950E+14
3.715E-06,1.820E+15,3.548E-07,1.175E-08,8.913E-07,4.664E-13,4.898E-06,1.995E-04,1.820E+16
4.786E-06,7.413E+16,1.380E-06,5.370E-06,2.138E-10,2.774E-12,9.550E-08,1.995E-04,1.479E+16
9.333E-04,5.012E+14,3.981E-08,1.122E-06,5.012E-07,8.385E-13,2.818E-06,2.570E-05,7.413E+15
6.457E-07,1.738E+14,9.550E-07,3.388E-08,1.738E-09,1.840E-14,2.239E-05,4.571E-08,1.622E+17
7.413E-08,1.738E+16,6.457E-07,2.692E-08,7.079E-10,1.427E-14,1.175E-05,2.951E-07,8.128E+17
1.445E-08,8.511E+15,1.549E-06,3.890E-06,4.571E-10,2.010E-12,3.467E-07,3.981E-04,1.148E+14
7.943E-05,4.074E+14,1.820E-05,7.079E-08,4.266E-07,2.569E-13,1.950E-08,2.951E-04,3.162E+14
2.692E-04,1.072E+17,8.913E-05,2.692E-06,4.467E-10,1.391E-12,3.802E-06,1.905E-07,2.570E+15
3.311E-04,1.413E+14,2.042E-06,9.772E-07,9.550E-09,5.097E-13,4.898E-05,1.380E-06,6.026E+16
1.000E-07,6.166E+14,2.818E-08,5.012E-07,6.607E-10,2.592E-13,4.786E-06,1.202E-07,1.000E+16
7.762E-08,5.248E+16,2.188E-08,3.162E-10,2.884E-06,1.490E-12,5.623E-07,5.888E-08,8.710E+17
1.622E-06,1.738E+15,7.762E-05,2.239E-10,1.023E-07,5.297E-14,2.754E-05,1.905E-05,1.202E+14
2.818E-05,2.344E+17,9.550E-07,3.715E-08,6.918E-08,5.493E-14,2.239E-05,1.698E-07,9.333E+15
1.479E-07,1.479E+14,7.586E-07,1.479E-10,3.715E-07,1.920E-13,1.820E-04,1.380E-08,1.950E+14
1.023E-07,1.072E+17,3.981E-06,2.042E-10,7.244E-10,4.797E-16,8.318E-07,3.802E-06,6.457E+16
2.239E-05,3.548E+16,2.344E-05,1.230E-07,6.457E-09,6.688E-14,1.148E-07,8.128E-05,1.514E+15
3.631E-05,1.202E+17,3.090E-06,2.630E-06,1.148E-08,1.365E-12,3.311E-06,6.457E-05,2.291E+15
3.467E-08,4.571E+16,6.457E-07,2.630E-10,3.162E-10,2.992E-16,1.000E-06,1.738E-07,2.291E+17
2.399E-07,6.166E+14,6.310E-08,1.738E-10,2.455E-08,1.277E-14,9.772E-06,3.890E-08,1.738E+14
1.349E-06,3.548E+15,9.120E-07,2.138E-07,9.550E-06,5.043E-12,4.266E-07,9.120E-07,1.259E+17
1.000E-07,5.129E+15,5.623E-04,1.175E-08,2.291E-07,1.244E-13,1.862E-05,3.311E-06,8.511E+16
7.079E-06,3.388E+17,4.571E-07,5.248E-08,3.802E-08,4.675E-14,4.169E-04,5.623E-06,6.457E+16
2.089E-08,3.890E+15,4.571E-06,1.660E-06,1.514E-06,1.639E-12,3.467E-07,2.692E-08,3.090E+15
3.631E-04,2.344E+17,4.169E-04,8.128E-07,5.370E-09,4.226E-13,4.677E-07,1.380E-04,5.495E+15
2.692E-08,2.042E+15,3.311E-07,1.820E-06,3.236E-07,1.107E-12,5.012E-04,3.715E-08,3.236E+14
1.995E-05,6.026E+15,3.981E-06,5.129E-08,1.096E-06,5.929E-13,3.020E-05,1.778E-04,6.310E+15
5.623E-04,8.913E+14,4.074E-06,4.266E-06,1.995E-10,2.204E-12,8.913E-06,1.622E-05,3.467E+15
8.710E-05,5.012E+17,7.586E-08,1.318E-07,8.913E-08,1.141E-13,3.311E-04,4.786E-05,1.660E+17
2.754E-08,3.802E+14,1.413E-06,4.169E-06,1.259E-07,2.218E-12,4.898E-08,1.445E-06,1.288E+16
5.888E-06,8.511E+15,7.943E-07,5.754E-06,5.248E-07,3.243E-12,6.761E-07,9.772E-06,1.698E+16
1.778E-05,2.570E+15,4.169E-04,1.202E-06,6.607E-06,4.034E-12,8.913E-05,4.571E-06,1.660E+16
8.128E-04,1.738E+15,1.175E-05,1.023E-09,1.905E-07,9.895E-14,1.479E-04,1.820E-04,4.677E+15
3.715E-05,2.138E+16,7.586E-07,8.128E-07,1.047E-09,4.204E-13,1.738E-08,4.266E-05,4.571E+17
7.413E-04,8.128E+17,3.802E-06,3.548E-09,3.162E-06,1.635E-12,1.318E-05,6.761E-08,2.138E+14
5.754E-08,1.288E+15,2.754E-05,1.622E-08,1.995E-10,8.480E-15,7.244E-07,1.585E-07,1.259E+14
9.120E-05,1.000E+16,5.495E-05,2.239E-09,3.715E-08,2.035E-14,1.148E-06,1.738E-04,1.202E+15
1.380E-07,1.413E+14,3.162E-06,2.344E-09,2.570E-10,1.344E-15,3.548E-07,5.495E-05,8.128E+15
